"BioSample.Accession"	"Assembly.Accession"	"Status"	"nuccore_first_chrom"	"Release.Date"	"Modify.Date"	"id"	"title"	"platform"	"instrument_model"	"study_acc"	"organism_ScientificName"	"organism_taxid"	"bioproject"	"runCreateDate"	"runUpdateDate"	"nSRAs"	"run_SRAs"	"run_sizes"	"run_publicities"
"SAMN02598353"	"GCA_000016705.1"	"Complete Genome"	"NC_009455.1"	"2007/05/07"	"2017/08/28"	2807939	"Dehalococcoides sp. BAV1"	"ILLUMINA"	"Illumina Genome Analyzer II"	"SRP078534"	"Dehalococcoides mccartyi BAV1"	"216389"	"PRJNA15770"	"2016/07/14"	"2016/07/14"	"1"	"SRR3923570"	"377132040"	"true"
"SAMN02598353"	"GCA_000016705.1"	"Complete Genome"	"NC_009455.1"	"2007/05/07"	"2017/08/28"	2807946	"Dehalococcoides sp. BAV1"	"ILLUMINA"	"Illumina Genome Analyzer II"	"SRP078534"	"Dehalococcoides mccartyi BAV1"	"216389"	"PRJNA15770"	"2016/07/14"	"2016/07/14"	"1"	"SRR3923577"	"354183480"	"true"
"SAMN02598353"	"GCA_000016705.1"	"Complete Genome"	"NC_009455.1"	"2007/05/07"	"2017/08/28"	2807956	"Dehalococcoides sp. BAV1"	"ILLUMINA"	"Illumina Genome Analyzer II"	"SRP078534"	"Dehalococcoides mccartyi BAV1"	"216389"	"PRJNA15770"	"2016/07/14"	"2016/07/14"	"1"	"SRR3923587"	"643096152"	"true"
"SAMN02598353"	"GCA_000016705.1"	"Complete Genome"	"NC_009455.1"	"2007/05/07"	"2017/08/28"	2807952	"Dehalococcoides sp. BAV1"	"ILLUMINA"	"Illumina Genome Analyzer II"	"SRP078534"	"Dehalococcoides mccartyi BAV1"	"216389"	"PRJNA15770"	"2016/07/14"	"2016/07/14"	"1"	"SRR3923583"	"607697856"	"true"
"SAMN02598353"	"GCA_000016705.1"	"Complete Genome"	"NC_009455.1"	"2007/05/07"	"2017/08/28"	2807948	"Dehalococcoides sp. BAV1"	"ILLUMINA"	"Illumina Genome Analyzer II"	"SRP078534"	"Dehalococcoides mccartyi BAV1"	"216389"	"PRJNA15770"	"2016/07/14"	"2016/07/14"	"1"	"SRR3923579"	"1210771048"	"true"
"SAMN02598353"	"GCA_000016705.1"	"Complete Genome"	"NC_009455.1"	"2007/05/07"	"2017/08/28"	2807955	"Dehalococcoides sp. BAV1"	"ILLUMINA"	"Illumina Genome Analyzer II"	"SRP078534"	"Dehalococcoides mccartyi BAV1"	"216389"	"PRJNA15770"	"2016/07/14"	"2016/07/14"	"1"	"SRR3923586"	"553598208"	"true"
"SAMN02598353"	"GCA_000016705.1"	"Complete Genome"	"NC_009455.1"	"2007/05/07"	"2017/08/28"	2807953	"Dehalococcoides sp. BAV1"	"ILLUMINA"	"Illumina Genome Analyzer II"	"SRP078534"	"Dehalococcoides mccartyi BAV1"	"216389"	"PRJNA15770"	"2016/07/14"	"2016/07/14"	"1"	"SRR3923584"	"500356116"	"true"
"SAMN02598353"	"GCA_000016705.1"	"Complete Genome"	"NC_009455.1"	"2007/05/07"	"2017/08/28"	2807957	"Dehalococcoides sp. BAV1"	"ILLUMINA"	"Illumina Genome Analyzer II"	"SRP078534"	"Dehalococcoides mccartyi BAV1"	"216389"	"PRJNA15770"	"2016/07/14"	"2016/07/14"	"1"	"SRR3923588"	"1855511586"	"true"
"SAMN02598353"	"GCA_000016705.1"	"Complete Genome"	"NC_009455.1"	"2007/05/07"	"2017/08/28"	2807945	"Dehalococcoides sp. BAV1"	"ILLUMINA"	"Illumina Genome Analyzer II"	"SRP078534"	"Dehalococcoides mccartyi BAV1"	"216389"	"PRJNA15770"	"2016/07/14"	"2016/07/14"	"1"	"SRR3923576"	"500757790"	"true"
"SAMN02598353"	"GCA_000016705.1"	"Complete Genome"	"NC_009455.1"	"2007/05/07"	"2017/08/28"	2807954	"Dehalococcoides sp. BAV1"	"ILLUMINA"	"Illumina Genome Analyzer II"	"SRP078534"	"Dehalococcoides mccartyi BAV1"	"216389"	"PRJNA15770"	"2016/07/14"	"2016/07/14"	"1"	"SRR3923585"	"659087892"	"true"
"SAMN02598353"	"GCA_000016705.1"	"Complete Genome"	"NC_009455.1"	"2007/05/07"	"2017/08/28"	2807949	"Dehalococcoides sp. BAV1"	"ILLUMINA"	"Illumina Genome Analyzer II"	"SRP078534"	"Dehalococcoides mccartyi BAV1"	"216389"	"PRJNA15770"	"2016/07/14"	"2016/07/14"	"1"	"SRR3923580"	"554105664"	"true"
"SAMN02598353"	"GCA_000016705.1"	"Complete Genome"	"NC_009455.1"	"2007/05/07"	"2017/08/28"	2807937	"Dehalococcoides sp. BAV1"	"ILLUMINA"	"Illumina Genome Analyzer II"	"SRP078534"	"Dehalococcoides mccartyi BAV1"	"216389"	"PRJNA15770"	"2016/07/14"	"2016/07/14"	"1"	"SRR3923568"	"421267474"	"true"
"SAMN02598353"	"GCA_000016705.1"	"Complete Genome"	"NC_009455.1"	"2007/05/07"	"2017/08/28"	2807958	"Dehalococcoides sp. BAV1"	"ILLUMINA"	"Illumina Genome Analyzer II"	"SRP078534"	"Dehalococcoides mccartyi BAV1"	"216389"	"PRJNA15770"	"2016/07/14"	"2016/07/14"	"1"	"SRR3923589"	"2445228498"	"true"
"SAMN02598353"	"GCA_000016705.1"	"Complete Genome"	"NC_009455.1"	"2007/05/07"	"2017/08/28"	2807951	"Dehalococcoides sp. BAV1"	"ILLUMINA"	"Illumina Genome Analyzer II"	"SRP078534"	"Dehalococcoides mccartyi BAV1"	"216389"	"PRJNA15770"	"2016/07/14"	"2016/07/14"	"1"	"SRR3923582"	"655714548"	"true"
"SAMN02598354"	"GCA_000014005.1"	"Complete Genome"	"NC_008009.1"	"2006/05/04"	"2017/05/18"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02598355"	"GCA_000016005.1"	"Complete Genome"	"NC_009077.1"	"2007/02/27"	"2017/05/18"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02598356"	"GCA_000015405.1"	"Complete Genome"	"NC_008705.1"	"2006/12/20"	"2017/05/18"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02598357"	"GCA_000016645.1"	"Complete Genome"	"NC_009441.1"	"2007/05/01"	"2017/05/18"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02598358"	"GCA_000015025.1"	"Complete Genome"	"NC_008578.1"	"2006/11/09"	"2017/04/17"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02598359"	"GCA_000015165.1"	"Complete Genome"	"NC_009485.1"	"2007/05/11"	"2017/05/18"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02598360"	"GCA_000018685.1"	"Complete Genome"	"NC_010001.1"	"2007/11/19"	"2017/08/28"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02598361"	"GCA_000015285.1"	"Complete Genome"	"NC_008709.1"	"2006/12/22"	"2017/05/19"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02598362"	"GCA_000016665.1"	"Complete Genome"	"NC_009523.1"	"2007/06/04"	"2017/05/19"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02598363"	"GCA_000017145.1"	"Complete Genome"	"NC_009636.1"	"2007/06/29"	"2017/07/27"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02598364"	"GCA_000019145.1"	"Complete Genome"	"NC_010338.1"	"2008/02/07"	"2017/05/18"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02598365"	"GCA_000015825.1"	"Complete Genome"	"NC_009051.1"	"2007/02/16"	"2017/04/06"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02598366"	"GCA_000015225.1"	"Complete Genome"	"NC_008698.1"	"2006/12/18"	"2015/08/21"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02598367"	"GCA_000016425.1"	"Complete Genome"	"NC_009380.1"	"2007/04/17"	"2017/05/19"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02598368"	"GCA_000019605.1"	"Complete Genome"	"NC_010482.1"	"2008/03/18"	"2017/04/17"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02598369"	"GCA_000013825.1"	"Complete Genome"	"NC_008150.1"	"2006/06/09"	"2017/03/22"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02598370"	"GCA_000013805.1"	"Complete Genome"	"NC_008149.1"	"2006/06/09"	"2017/03/22"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02598371"	"GCA_000016345.1"	"Complete Genome"	"NC_009379.1"	"2007/04/12"	"2017/03/30"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02598372"	"GCA_000020825.1"	"Complete Genome"	"NC_011206.1"	"2008/09/05"	"2017/03/30"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02598373"	"GCA_000016445.1"	"Complete Genome"	"NC_009381.1"	"2007/04/13"	"2017/03/22"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02598374"	"GCA_000015205.1"	"Complete Genome"	"NC_008701.1"	"2006/12/20"	"2015/08/22"	3155615	"Pyrobaculum islandicum"	"ILLUMINA"	"Illumina Genome Analyzer II"	"SRP089742"	"Pyrobaculum islandicum DSM 4184"	"384616"	"PRJNA16743"	"2016/09/12"	"2016/09/12"	"1"	"SRR4239844"	"381881556"	"true"
"SAMN02598374"	"GCA_000015205.1"	"Complete Genome"	"NC_008701.1"	"2006/12/20"	"2015/08/22"	3155613	"Pyrobaculum islandicum"	"ILLUMINA"	"Illumina Genome Analyzer II"	"SRP089742"	"Pyrobaculum islandicum DSM 4184"	"384616"	"PRJNA16743"	"2016/09/12"	"2016/09/12"	"1"	"SRR4239842"	"539403444"	"true"
"SAMN02598374"	"GCA_000015205.1"	"Complete Genome"	"NC_008701.1"	"2006/12/20"	"2015/08/22"	3155614	"Pyrobaculum islandicum"	"ILLUMINA"	"Illumina Genome Analyzer II"	"SRP089742"	"Pyrobaculum islandicum DSM 4184"	"384616"	"PRJNA16743"	"2016/09/12"	"2016/09/12"	"1"	"SRR4239843"	"771344748"	"true"
"SAMN02598374"	"GCA_000015205.1"	"Complete Genome"	"NC_008701.1"	"2006/12/20"	"2015/08/22"	3155617	"Pyrobaculum islandicum"	"ILLUMINA"	"Illumina Genome Analyzer II"	"SRP089742"	"Pyrobaculum islandicum DSM 4184"	"384616"	"PRJNA16743"	"2016/09/12"	"2016/09/12"	"1"	"SRR4239846"	"219683088"	"true"
"SAMN02598374"	"GCA_000015205.1"	"Complete Genome"	"NC_008701.1"	"2006/12/20"	"2015/08/22"	3155620	"Pyrobaculum islandicum"	"ILLUMINA"	"Illumina Genome Analyzer II"	"SRP089742"	"Pyrobaculum islandicum DSM 4184"	"384616"	"PRJNA16743"	"2016/09/12"	"2016/09/12"	"1"	"SRR4239849"	"284543892"	"true"
"SAMN02598374"	"GCA_000015205.1"	"Complete Genome"	"NC_008701.1"	"2006/12/20"	"2015/08/22"	3155612	"Pyrobaculum islandicum"	"ILLUMINA"	"Illumina Genome Analyzer II"	"SRP089742"	"Pyrobaculum islandicum DSM 4184"	"384616"	"PRJNA16743"	"2016/09/12"	"2016/09/12"	"1"	"SRR4239841"	"618934752"	"true"
"SAMN02598374"	"GCA_000015205.1"	"Complete Genome"	"NC_008701.1"	"2006/12/20"	"2015/08/22"	3155621	"Pyrobaculum islandicum"	"ILLUMINA"	"Illumina Genome Analyzer II"	"SRP089742"	"Pyrobaculum islandicum DSM 4184"	"384616"	"PRJNA16743"	"2016/09/12"	"2016/09/12"	"1"	"SRR4239850"	"265839552"	"true"
"SAMN02598374"	"GCA_000015205.1"	"Complete Genome"	"NC_008701.1"	"2006/12/20"	"2015/08/22"	3155622	"Pyrobaculum islandicum"	"ILLUMINA"	"Illumina Genome Analyzer II"	"SRP089742"	"Pyrobaculum islandicum DSM 4184"	"384616"	"PRJNA16743"	"2016/09/12"	"2016/09/12"	"1"	"SRR4239851"	"351162612"	"true"
"SAMN02598374"	"GCA_000015205.1"	"Complete Genome"	"NC_008701.1"	"2006/12/20"	"2015/08/22"	3155616	"Pyrobaculum islandicum"	"ILLUMINA"	"Illumina Genome Analyzer II"	"SRP089742"	"Pyrobaculum islandicum DSM 4184"	"384616"	"PRJNA16743"	"2016/09/12"	"2016/09/12"	"1"	"SRR4239845"	"641709864"	"true"
"SAMN02598374"	"GCA_000015205.1"	"Complete Genome"	"NC_008701.1"	"2006/12/20"	"2015/08/22"	3155618	"Pyrobaculum islandicum"	"ILLUMINA"	"Illumina Genome Analyzer II"	"SRP089742"	"Pyrobaculum islandicum DSM 4184"	"384616"	"PRJNA16743"	"2016/09/12"	"2016/09/12"	"1"	"SRR4239847"	"128753064"	"true"
"SAMN02598374"	"GCA_000015205.1"	"Complete Genome"	"NC_008701.1"	"2006/12/20"	"2015/08/22"	3155610	"Pyrobaculum islandicum"	"ILLUMINA"	"Illumina Genome Analyzer II"	"SRP089742"	"Pyrobaculum islandicum DSM 4184"	"384616"	"PRJNA16743"	"2016/09/12"	"2016/09/12"	"1"	"SRR4239839"	"722759688"	"true"
"SAMN02598374"	"GCA_000015205.1"	"Complete Genome"	"NC_008701.1"	"2006/12/20"	"2015/08/22"	3155623	"Pyrobaculum islandicum"	"ILLUMINA"	"Illumina Genome Analyzer II"	"SRP089742"	"Pyrobaculum islandicum DSM 4184"	"384616"	"PRJNA16743"	"2016/09/12"	"2016/09/12"	"1"	"SRR4239852"	"292574412"	"true"
"SAMN02598374"	"GCA_000015205.1"	"Complete Genome"	"NC_008701.1"	"2006/12/20"	"2015/08/22"	3155619	"Pyrobaculum islandicum"	"ILLUMINA"	"Illumina Genome Analyzer II"	"SRP089742"	"Pyrobaculum islandicum DSM 4184"	"384616"	"PRJNA16743"	"2016/09/12"	"2016/09/12"	"1"	"SRR4239848"	"322654248"	"true"
"SAMN02598374"	"GCA_000015205.1"	"Complete Genome"	"NC_008701.1"	"2006/12/20"	"2015/08/22"	3155611	"Pyrobaculum islandicum"	"ILLUMINA"	"Illumina Genome Analyzer II"	"SRP089742"	"Pyrobaculum islandicum DSM 4184"	"384616"	"PRJNA16743"	"2016/09/12"	"2016/09/12"	"1"	"SRR4239840"	"304863516"	"true"
"SAMN02598375"	"GCA_000015105.1"	"Complete Genome"	"NC_008610.1"	"2006/12/01"	"2017/04/06"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02598376"	"GCA_000019445.1"	"Complete Genome"	"NC_010501.1"	"2008/03/11"	"2017/05/19"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02598377"	"GCA_000016785.1"	"Complete Genome"	"NC_009486.1"	"2007/05/18"	"2017/04/17"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02598378"	"GCA_000018265.1"	"Complete Genome"	"NC_009953.1"	"2007/10/05"	"2017/05/19"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02598379"	"GCA_000015565.1"	"Complete Genome"	"NC_008786.1"	"2007/01/09"	"2017/05/19"	3155699	"Verminephrobacter eiseniae EF01-2"	"ILLUMINA"	"Illumina Genome Analyzer II"	"SRP089751"	"Verminephrobacter eiseniae EF01-2"	"391735"	"PRJNA17187"	"2016/09/12"	"2016/09/12"	"1"	"SRR4239926"	"131371236"	"true"
"SAMN02598379"	"GCA_000015565.1"	"Complete Genome"	"NC_008786.1"	"2007/01/09"	"2017/05/19"	3155704	"Verminephrobacter eiseniae EF01-2"	"ILLUMINA"	"Illumina Genome Analyzer II"	"SRP089751"	"Verminephrobacter eiseniae EF01-2"	"391735"	"PRJNA17187"	"2016/09/12"	"2016/09/12"	"1"	"SRR4239931"	"447710754"	"true"
"SAMN02598379"	"GCA_000015565.1"	"Complete Genome"	"NC_008786.1"	"2007/01/09"	"2017/05/19"	3155703	"Verminephrobacter eiseniae EF01-2"	"ILLUMINA"	"Illumina Genome Analyzer II"	"SRP089751"	"Verminephrobacter eiseniae EF01-2"	"391735"	"PRJNA17187"	"2016/09/12"	"2016/09/12"	"1"	"SRR4239930"	"347309820"	"true"
"SAMN02598379"	"GCA_000015565.1"	"Complete Genome"	"NC_008786.1"	"2007/01/09"	"2017/05/19"	3155707	"Verminephrobacter eiseniae EF01-2"	"ILLUMINA"	"Illumina Genome Analyzer II"	"SRP089751"	"Verminephrobacter eiseniae EF01-2"	"391735"	"PRJNA17187"	"2016/09/12"	"2016/09/12"	"1"	"SRR4239934"	"370081692"	"true"
"SAMN02598379"	"GCA_000015565.1"	"Complete Genome"	"NC_008786.1"	"2007/01/09"	"2017/05/19"	3155698	"Verminephrobacter eiseniae EF01-2"	"ILLUMINA"	"Illumina Genome Analyzer II"	"SRP089751"	"Verminephrobacter eiseniae EF01-2"	"391735"	"PRJNA17187"	"2016/09/12"	"2016/09/12"	"1"	"SRR4239925"	"138418236"	"true"
"SAMN02598379"	"GCA_000015565.1"	"Complete Genome"	"NC_008786.1"	"2007/01/09"	"2017/05/19"	3155706	"Verminephrobacter eiseniae EF01-2"	"ILLUMINA"	"Illumina Genome Analyzer II"	"SRP089751"	"Verminephrobacter eiseniae EF01-2"	"391735"	"PRJNA17187"	"2016/09/12"	"2016/09/12"	"1"	"SRR4239933"	"402659100"	"true"
"SAMN02598379"	"GCA_000015565.1"	"Complete Genome"	"NC_008786.1"	"2007/01/09"	"2017/05/19"	3155696	"Verminephrobacter eiseniae EF01-2"	"ILLUMINA"	"Illumina Genome Analyzer II"	"SRP089751"	"Verminephrobacter eiseniae EF01-2"	"391735"	"PRJNA17187"	"2016/09/12"	"2016/09/12"	"1"	"SRR4239923"	"171638208"	"true"
"SAMN02598379"	"GCA_000015565.1"	"Complete Genome"	"NC_008786.1"	"2007/01/09"	"2017/05/19"	3155697	"Verminephrobacter eiseniae EF01-2"	"ILLUMINA"	"Illumina Genome Analyzer II"	"SRP089751"	"Verminephrobacter eiseniae EF01-2"	"391735"	"PRJNA17187"	"2016/09/12"	"2016/09/12"	"1"	"SRR4239924"	"30153456"	"true"
"SAMN02598379"	"GCA_000015565.1"	"Complete Genome"	"NC_008786.1"	"2007/01/09"	"2017/05/19"	3155701	"Verminephrobacter eiseniae EF01-2"	"ILLUMINA"	"Illumina Genome Analyzer II"	"SRP089751"	"Verminephrobacter eiseniae EF01-2"	"391735"	"PRJNA17187"	"2016/09/12"	"2016/09/12"	"1"	"SRR4239928"	"444726253"	"true"
"SAMN02598379"	"GCA_000015565.1"	"Complete Genome"	"NC_008786.1"	"2007/01/09"	"2017/05/19"	3155709	"Verminephrobacter eiseniae EF01-2"	"ILLUMINA"	"Illumina Genome Analyzer II"	"SRP089751"	"Verminephrobacter eiseniae EF01-2"	"391735"	"PRJNA17187"	"2016/09/12"	"2016/09/12"	"1"	"SRR4239936"	"2668829366"	"true"
"SAMN02598379"	"GCA_000015565.1"	"Complete Genome"	"NC_008786.1"	"2007/01/09"	"2017/05/19"	3155700	"Verminephrobacter eiseniae EF01-2"	"ILLUMINA"	"Illumina Genome Analyzer II"	"SRP089751"	"Verminephrobacter eiseniae EF01-2"	"391735"	"PRJNA17187"	"2016/09/12"	"2016/09/12"	"1"	"SRR4239927"	"476484763"	"true"
"SAMN02598379"	"GCA_000015565.1"	"Complete Genome"	"NC_008786.1"	"2007/01/09"	"2017/05/19"	3155708	"Verminephrobacter eiseniae EF01-2"	"ILLUMINA"	"Illumina Genome Analyzer II"	"SRP089751"	"Verminephrobacter eiseniae EF01-2"	"391735"	"PRJNA17187"	"2016/09/12"	"2016/09/12"	"1"	"SRR4239935"	"687837420"	"true"
"SAMN02598379"	"GCA_000015565.1"	"Complete Genome"	"NC_008786.1"	"2007/01/09"	"2017/05/19"	3155694	"Verminephrobacter eiseniae EF01-2"	"ILLUMINA"	"Illumina Genome Analyzer II"	"SRP089751"	"Verminephrobacter eiseniae EF01-2"	"391735"	"PRJNA17187"	"2016/09/12"	"2016/09/12"	"1"	"SRR4239921"	"162373860"	"true"
"SAMN02598379"	"GCA_000015565.1"	"Complete Genome"	"NC_008786.1"	"2007/01/09"	"2017/05/19"	3155693	"Verminephrobacter eiseniae EF01-2"	"ILLUMINA"	"Illumina Genome Analyzer II"	"SRP089751"	"Verminephrobacter eiseniae EF01-2"	"391735"	"PRJNA17187"	"2016/09/12"	"2016/09/12"	"1"	"SRR4239920"	"35200944"	"true"
"SAMN02598379"	"GCA_000015565.1"	"Complete Genome"	"NC_008786.1"	"2007/01/09"	"2017/05/19"	3155695	"Verminephrobacter eiseniae EF01-2"	"ILLUMINA"	"Illumina Genome Analyzer II"	"SRP089751"	"Verminephrobacter eiseniae EF01-2"	"391735"	"PRJNA17187"	"2016/09/12"	"2016/09/12"	"1"	"SRR4239922"	"119408184"	"true"
"SAMN02598379"	"GCA_000015565.1"	"Complete Genome"	"NC_008786.1"	"2007/01/09"	"2017/05/19"	3155702	"Verminephrobacter eiseniae EF01-2"	"ILLUMINA"	"Illumina Genome Analyzer II"	"SRP089751"	"Verminephrobacter eiseniae EF01-2"	"391735"	"PRJNA17187"	"2016/09/12"	"2016/09/12"	"1"	"SRR4239929"	"360679392"	"true"
"SAMN02598379"	"GCA_000015565.1"	"Complete Genome"	"NC_008786.1"	"2007/01/09"	"2017/05/19"	3155705	"Verminephrobacter eiseniae EF01-2"	"ILLUMINA"	"Illumina Genome Analyzer II"	"SRP089751"	"Verminephrobacter eiseniae EF01-2"	"391735"	"PRJNA17187"	"2016/09/12"	"2016/09/12"	"1"	"SRR4239932"	"423099274"	"true"
"SAMN02598380"	"GCA_000020425.1"	"Complete Genome"	"NC_011593.1"	"2008/11/20"	"2017/03/30"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02598381"	"GCA_000015485.1"	"Complete Genome"	"NC_008751.1"	"2007/01/03"	"2017/04/06"	2808044	"Desulfovibrio vulgaris subsp. vulgaris DP4"	"ILLUMINA"	"Illumina Genome Analyzer II"	"SRP078538"	"Desulfovibrio vulgaris DP4"	"391774"	"PRJNA17227"	"2016/07/14"	"2016/07/14"	"1"	"SRR3923691"	"465624253"	"true"
"SAMN02598381"	"GCA_000015485.1"	"Complete Genome"	"NC_008751.1"	"2007/01/03"	"2017/04/06"	2808043	"Desulfovibrio vulgaris subsp. vulgaris DP4"	"ILLUMINA"	"Illumina Genome Analyzer II"	"SRP078538"	"Desulfovibrio vulgaris DP4"	"391774"	"PRJNA17227"	"2016/07/14"	"2016/07/14"	"1"	"SRR3923690"	"2532764824"	"true"
"SAMN02598381"	"GCA_000015485.1"	"Complete Genome"	"NC_008751.1"	"2007/01/03"	"2017/04/06"	2808045	"Desulfovibrio vulgaris subsp. vulgaris DP4"	"ILLUMINA"	"Illumina Genome Analyzer II"	"SRP078538"	"Desulfovibrio vulgaris DP4"	"391774"	"PRJNA17227"	"2016/07/14"	"2016/07/14"	"1"	"SRR3923692"	"425205801"	"true"
"SAMN02598381"	"GCA_000015485.1"	"Complete Genome"	"NC_008751.1"	"2007/01/03"	"2017/04/06"	2808047	"Desulfovibrio vulgaris subsp. vulgaris DP4"	"ILLUMINA"	"Illumina Genome Analyzer II"	"SRP078538"	"Desulfovibrio vulgaris DP4"	"391774"	"PRJNA17227"	"2016/07/14"	"2016/07/14"	"1"	"SRR3923694"	"359202924"	"true"
"SAMN02598381"	"GCA_000015485.1"	"Complete Genome"	"NC_008751.1"	"2007/01/03"	"2017/04/06"	2808042	"Desulfovibrio vulgaris subsp. vulgaris DP4"	"ILLUMINA"	"Illumina Genome Analyzer II"	"SRP078538"	"Desulfovibrio vulgaris DP4"	"391774"	"PRJNA17227"	"2016/07/14"	"2016/07/14"	"1"	"SRR3923689"	"632793276"	"true"
"SAMN02598381"	"GCA_000015485.1"	"Complete Genome"	"NC_008751.1"	"2007/01/03"	"2017/04/06"	2808046	"Desulfovibrio vulgaris subsp. vulgaris DP4"	"ILLUMINA"	"Illumina Genome Analyzer II"	"SRP078538"	"Desulfovibrio vulgaris DP4"	"391774"	"PRJNA17227"	"2016/07/14"	"2016/07/14"	"1"	"SRR3923693"	"385450956"	"true"
"SAMN02598382"	"GCA_000014745.1"	"Complete Genome"	"NC_008347.1"	"2006/09/14"	"2017/04/17"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02598383"	"GCA_000016765.1"	"Complete Genome"	"NC_009511.1"	"2007/05/31"	"2017/05/19"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02598384"	"GCA_000020045.1"	"Complete Genome"	"NC_010622.1"	"2008/04/22"	"2017/08/28"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02598385"	"GCA_000019925.1"	"Complete Genome"	"NC_010551.1"	"2008/04/03"	"2016/05/13"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02598386"	"GCA_000018285.1"	"Complete Genome"	"NC_009901.1"	"2007/10/04"	"2017/05/19"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02598387"	"GCA_000018145.1"	"Complete Genome"	"NC_009952.1"	"2007/10/05"	"2017/05/18"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02598388"	"GCA_000017285.1"	"Complete Genome"	"NC_009654.1"	"2007/07/05"	"2017/05/19"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02598389"	"GCA_000016605.1"	"Complete Genome"	"NC_009440.1"	"2007/04/25"	"2017/03/30"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02598390"	"GCA_000015945.1"	"Complete Genome"	"NC_009033.1"	"2007/02/21"	"2015/08/21"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02598391"	"GCA_000019525.1"	"Complete Genome"	"NC_010506.1"	"2008/03/13"	"2017/04/28"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02598392"	"GCA_000016565.1"	"Complete Genome"	"NC_009439.1"	"2007/04/20"	"2017/05/19"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02598393"	"GCA_000018085.1"	"Complete Genome"	"NC_009832.1"	"2007/09/18"	"2017/04/17"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02598394"	"GCA_000016325.1"	"Complete Genome"	"NC_009436.1"	"2007/04/18"	"2017/04/17"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMN02598395"	"GCA_000020125.1"	"Complete Genome"	"NC_010681.1"	"2008/05/07"	"2017/08/28"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
